alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,159,1,0.468036590427391
0.5,0.5,1,0.99,10,20,159,2,0.54762119694961
0.5,0.5,1,0.99,10,20,159,3,0.502483389902513
0.5,0.5,1,0.99,10,20,159,4,0.510445919002306
0.5,0.5,1,0.99,10,20,159,5,0.521607188693569
0.5,0.5,1,0.99,10,20,159,6,0.51904506509953
0.5,0.5,1,0.99,10,20,159,7,0.443238677752929
0.5,0.5,1,0.99,10,20,159,8,0.568502907245797
0.5,0.5,1,0.99,10,20,159,9,0.524959959533425
0.5,0.5,1,0.99,10,20,159,10,0.518864843047545
