alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,212,1,0.55094452390985
0.5,0.5,1,0.99,10,20,212,2,0.586479972609594
0.5,0.5,1,0.99,10,20,212,3,0.528967570377709
0.5,0.5,1,0.99,10,20,212,4,0.5020296485671
0.5,0.5,1,0.99,10,20,212,5,0.478423551629617
0.5,0.5,1,0.99,10,20,212,6,0.498344717148001
0.5,0.5,1,0.99,10,20,212,7,0.525101951013642
0.5,0.5,1,0.99,10,20,212,8,0.519413029922681
0.5,0.5,1,0.99,10,20,212,9,0.471223007604912
0.5,0.5,1,0.99,10,20,212,10,0.462032289899424
