alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,209,1,0.506851342069591
0.5,0.5,1,0.99,10,20,209,2,0.560815018995621
0.5,0.5,1,0.99,10,20,209,3,0.496340175118306
0.5,0.5,1,0.99,10,20,209,4,0.522138527253488
0.5,0.5,1,0.99,10,20,209,5,0.475046661695036
0.5,0.5,1,0.99,10,20,209,6,0.536066331296335
0.5,0.5,1,0.99,10,20,209,7,0.568481600060631
0.5,0.5,1,0.99,10,20,209,8,0.474954132154387
0.5,0.5,1,0.99,10,20,209,9,0.529419537249145
0.5,0.5,1,0.99,10,20,209,10,0.527510549765955
