alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,155,1,0.419942346076422
0.5,0.5,1,0.99,10,20,155,2,0.472679662619567
0.5,0.5,1,0.99,10,20,155,3,0.489059628152423
0.5,0.5,1,0.99,10,20,155,4,0.446607193699595
0.5,0.5,1,0.99,10,20,155,5,0.51889603504708
0.5,0.5,1,0.99,10,20,155,6,0.450109787112498
0.5,0.5,1,0.99,10,20,155,7,0.52700902670087
0.5,0.5,1,0.99,10,20,155,8,0.49419259834617
0.5,0.5,1,0.99,10,20,155,9,0.551125003029451
0.5,0.5,1,0.99,10,20,155,10,0.471678870324744
