alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,177,1,0.490015613811152
0.5,0.5,1,0.99,10,20,177,2,0.514495689737264
0.5,0.5,1,0.99,10,20,177,3,0.523732852471682
0.5,0.5,1,0.99,10,20,177,4,0.450973130164213
0.5,0.5,1,0.99,10,20,177,5,0.55526983702583
0.5,0.5,1,0.99,10,20,177,6,0.420215594391626
0.5,0.5,1,0.99,10,20,177,7,0.591713467727346
0.5,0.5,1,0.99,10,20,177,8,0.5265850128102
0.5,0.5,1,0.99,10,20,177,9,0.485374528268331
0.5,0.5,1,0.99,10,20,177,10,0.547624178573156
