alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,115,1,0.606685988459871
0.5,0.5,1,0.99,10,20,115,2,0.530739576423175
0.5,0.5,1,0.99,10,20,115,3,0.484692907233926
0.5,0.5,1,0.99,10,20,115,4,0.538565384644995
0.5,0.5,1,0.99,10,20,115,5,0.424202650673706
0.5,0.5,1,0.99,10,20,115,6,0.417485119623123
0.5,0.5,1,0.99,10,20,115,7,0.484691183818558
0.5,0.5,1,0.99,10,20,115,8,0.460564628254811
0.5,0.5,1,0.99,10,20,115,9,0.512583506581596
0.5,0.5,1,0.99,10,20,115,10,0.373167874539921
