alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,113,1,0.620789307073981
0.5,0.5,1,0.99,10,20,113,2,0.509672491473336
0.5,0.5,1,0.99,10,20,113,3,0.506853144283389
0.5,0.5,1,0.99,10,20,113,4,0.449244592491507
0.5,0.5,1,0.99,10,20,113,5,0.433040481809526
0.5,0.5,1,0.99,10,20,113,6,0.440053462298248
0.5,0.5,1,0.99,10,20,113,7,0.418031009858274
0.5,0.5,1,0.99,10,20,113,8,0.482773818195287
0.5,0.5,1,0.99,10,20,113,9,0.464035430719798
0.5,0.5,1,0.99,10,20,113,10,0.469906257125902
