alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,215,1,0.471131112829011
0.5,0.5,1,0.99,10,20,215,2,0.446879215690212
0.5,0.5,1,0.99,10,20,215,3,0.4442405198893
0.5,0.5,1,0.99,10,20,215,4,0.462759249935815
0.5,0.5,1,0.99,10,20,215,5,0.551985066541998
0.5,0.5,1,0.99,10,20,215,6,0.485691588220899
0.5,0.5,1,0.99,10,20,215,7,0.524597281867341
0.5,0.5,1,0.99,10,20,215,8,0.457295613264632
0.5,0.5,1,0.99,10,20,215,9,0.520185917950913
0.5,0.5,1,0.99,10,20,215,10,0.487602955869778
