alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,196,1,0.526097399955467
0.5,0.5,1,0.99,10,20,196,2,0.518453765256162
0.5,0.5,1,0.99,10,20,196,3,0.409386317638672
0.5,0.5,1,0.99,10,20,196,4,0.544801804650955
0.5,0.5,1,0.99,10,20,196,5,0.467043016881344
0.5,0.5,1,0.99,10,20,196,6,0.489468768901223
0.5,0.5,1,0.99,10,20,196,7,0.545708520257324
0.5,0.5,1,0.99,10,20,196,8,0.586774603732372
0.5,0.5,1,0.99,10,20,196,9,0.500070316146494
0.5,0.5,1,0.99,10,20,196,10,0.531514179681425
