alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,154,1,0.394598475701323
0.5,0.5,1,0.99,10,20,154,2,0.482373618391137
0.5,0.5,1,0.99,10,20,154,3,0.485350424824861
0.5,0.5,1,0.99,10,20,154,4,0.493062906611427
0.5,0.5,1,0.99,10,20,154,5,0.564938075320888
0.5,0.5,1,0.99,10,20,154,6,0.425765149047247
0.5,0.5,1,0.99,10,20,154,7,0.481869234093499
0.5,0.5,1,0.99,10,20,154,8,0.499888782524243
0.5,0.5,1,0.99,10,20,154,9,0.504393371258006
0.5,0.5,1,0.99,10,20,154,10,0.466448052851518
