alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,200,1,0.539611757983104
0.5,0.5,1,0.99,10,20,200,2,0.501301496341095
0.5,0.5,1,0.99,10,20,200,3,0.506033029658239
0.5,0.5,1,0.99,10,20,200,4,0.566276230750817
0.5,0.5,1,0.99,10,20,200,5,0.521820703036182
0.5,0.5,1,0.99,10,20,200,6,0.565049803123539
0.5,0.5,1,0.99,10,20,200,7,0.507943794985335
0.5,0.5,1,0.99,10,20,200,8,0.553417408115373
0.5,0.5,1,0.99,10,20,200,9,0.469993397938337
0.5,0.5,1,0.99,10,20,200,10,0.488560296225812
