alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,123,1,0.52300510432334
0.5,0.5,1,0.99,10,20,123,2,0.486784022128445
0.5,0.5,1,0.99,10,20,123,3,0.417530993241819
0.5,0.5,1,0.99,10,20,123,4,0.498022823161496
0.5,0.5,1,0.99,10,20,123,5,0.499797398058435
0.5,0.5,1,0.99,10,20,123,6,0.511792372543299
0.5,0.5,1,0.99,10,20,123,7,0.504395388910852
0.5,0.5,1,0.99,10,20,123,8,0.480506564905285
0.5,0.5,1,0.99,10,20,123,9,0.532196361698879
0.5,0.5,1,0.99,10,20,123,10,0.440373153289877
