alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,165,1,0.51591852508429
0.5,0.5,1,0.99,10,20,165,2,0.538430612706145
0.5,0.5,1,0.99,10,20,165,3,0.48787743352579
0.5,0.5,1,0.99,10,20,165,4,0.396232958737186
0.5,0.5,1,0.99,10,20,165,5,0.408934679539391
0.5,0.5,1,0.99,10,20,165,6,0.536610335417187
0.5,0.5,1,0.99,10,20,165,7,0.529468157663813
0.5,0.5,1,0.99,10,20,165,8,0.510901332137089
0.5,0.5,1,0.99,10,20,165,9,0.455570075674316
0.5,0.5,1,0.99,10,20,165,10,0.381995785839577
