alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,179,1,0.395233491818533
0.5,0.5,1,0.99,10,20,179,2,0.484782565613351
0.5,0.5,1,0.99,10,20,179,3,0.484965006307666
0.5,0.5,1,0.99,10,20,179,4,0.444193388659556
0.5,0.5,1,0.99,10,20,179,5,0.505210771252107
0.5,0.5,1,0.99,10,20,179,6,0.45161186827653
0.5,0.5,1,0.99,10,20,179,7,0.439782256113093
0.5,0.5,1,0.99,10,20,179,8,0.306274954118123
0.5,0.5,1,0.99,10,20,179,9,0.580564600749788
0.5,0.5,1,0.99,10,20,179,10,0.341769055249862
