alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,149,1,0.503531680363334
0.5,0.5,1,0.99,10,20,149,2,0.507578139834853
0.5,0.5,1,0.99,10,20,149,3,0.536836058123893
0.5,0.5,1,0.99,10,20,149,4,0.549030916790006
0.5,0.5,1,0.99,10,20,149,5,0.552956598244685
0.5,0.5,1,0.99,10,20,149,6,0.542119203412855
0.5,0.5,1,0.99,10,20,149,7,0.551305236118656
0.5,0.5,1,0.99,10,20,149,8,0.464172527076884
0.5,0.5,1,0.99,10,20,149,9,0.529920828277715
0.5,0.5,1,0.99,10,20,149,10,0.405566808504933
