alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,121,1,0.496250659127193
0.5,0.5,1,0.99,10,20,121,2,0.513494123321683
0.5,0.5,1,0.99,10,20,121,3,0.448200130371244
0.5,0.5,1,0.99,10,20,121,4,0.436957747163399
0.5,0.5,1,0.99,10,20,121,5,0.508520743729731
0.5,0.5,1,0.99,10,20,121,6,0.403378414111362
0.5,0.5,1,0.99,10,20,121,7,0.501298878342669
0.5,0.5,1,0.99,10,20,121,8,0.522678757334843
0.5,0.5,1,0.99,10,20,121,9,0.561136153342216
0.5,0.5,1,0.99,10,20,121,10,0.340998392920302
