alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,173,1,0.548714229704113
0.5,0.5,1,0.99,10,20,173,2,0.611370648967679
0.5,0.5,1,0.99,10,20,173,3,0.500938477932021
0.5,0.5,1,0.99,10,20,173,4,0.479049795557626
0.5,0.5,1,0.99,10,20,173,5,0.55018102673165
0.5,0.5,1,0.99,10,20,173,6,0.477275783360226
0.5,0.5,1,0.99,10,20,173,7,0.591620293536707
0.5,0.5,1,0.99,10,20,173,8,0.560358962344346
0.5,0.5,1,0.99,10,20,173,9,0.446788161215667
0.5,0.5,1,0.99,10,20,173,10,0.555447175046689
