iteration;mean_r
186;0,421463779178271
824;0,424870083941155
206;0,435407804674586
925;0,440572095182317
191;0,444893345818321
731;0,446684946525615
433;0,447836523727981
556;0,448636725873107
604;0,448658108740004
435;0,449329395833917
334;0,451639526556003
827;0,451872540629094
636;0,452355914803585
892;0,453500703918702
54;0,454365491502602
727;0,454852947500430
840;0,456816094948866
998;0,459073000627879
831;0,459984069324438
837;0,464074832277989
