82
80
80
80
70
67
61
57
39
35
62
61
61
62
125
128
121
113
144
130
26
20
14
1
1
1
1
1
2
2
11
12
13
14
48
50
50
50
12
12
51
45
41
36
23
20
17
13
23
17
63
57
52
47
27
25
21
19
27
20
15
2
47
75
102
127
16
20
20
20
38
35
30
27
9
8
6
5
11
3
3
4
44
51
61
71
18
21
23
26
3
4
5
6
20
24
28
32
39
44
