30
30
31
31
27
25
23
20
56
54
105
108
105
105
33
31
29
29
22
20
10
8
7
14
38
60
83
106
6
7
8
8
9
10
8
9
9
9
16
16
75
67
61
53
16
13
12
10
5
4
37
34
32
28
26
18
16
14
11
9
7
2
47
75
102
133
6
7
7
7
70
63
58
52
16
13
11
9
6
2
2
3
10
13
14
16
19
22
24
26
2
2
2
3
25
29
33
38
77
82
