15
16
17
19
27
24
21
19
5
6
2
4
5
7
8
10
12
13
3
3
3
3
3
3
3
3
14
13
12
12
11
10
8
7
3
2
2
4
7
10
4
5
7
9
3
3
3
3
19
19
19
20
8
9
8
7
4
3
3
3
18
18
18
19
4
4
4
4
4
3
131
131
128
128
33
31
31
31
38
35
39
36
33
30
31
25
22
17
4
3
133
120
108
95
2
1
1
1
1
20
