alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,208,1,0.570735583829611
0.5,0.5,1,0.99,10,20,208,2,0.570735583829611
0.5,0.5,1,0.99,10,20,208,3,0.570735583829611
0.5,0.5,1,0.99,10,20,208,4,0.570735583829611
0.5,0.5,1,0.99,10,20,208,5,0.570735583829611
0.5,0.5,1,0.99,10,20,208,6,0.570735583829611
0.5,0.5,1,0.99,10,20,208,7,0.570735583829611
0.5,0.5,1,0.99,10,20,208,8,0.570735583829611
0.5,0.5,1,0.99,10,20,208,9,0.570735583829611
0.5,0.5,1,0.99,10,20,208,10,0.570735583829611
0.5,0.5,1,0.99,10,20,208,11,0.570735583829611
0.5,0.5,1,0.99,10,20,208,12,0.570735583829611
0.5,0.5,1,0.99,10,20,208,13,0.570735583829611
0.5,0.5,1,0.99,10,20,208,14,0.570735583829611
0.5,0.5,1,0.99,10,20,208,15,0.570735583829611
0.5,0.5,1,0.99,10,20,208,16,0.570735583829611
0.5,0.5,1,0.99,10,20,208,17,0.570735583829611
0.5,0.5,1,0.99,10,20,208,18,0.570735583829611
0.5,0.5,1,0.99,10,20,208,19,0.570735583829611
0.5,0.5,1,0.99,10,20,208,20,0.570735583829611
0.5,0.5,1,0.99,10,20,208,21,0.570735583829611
0.5,0.5,1,0.99,10,20,208,22,0.570735583829611
0.5,0.5,1,0.99,10,20,208,23,0.570735583829611
0.5,0.5,1,0.99,10,20,208,24,0.570735583829611
0.5,0.5,1,0.99,10,20,208,25,0.570735583829611
0.5,0.5,1,0.99,10,20,208,26,0.570735583829611
0.5,0.5,1,0.99,10,20,208,27,0.570735583829611
0.5,0.5,1,0.99,10,20,208,28,0.570735583829611
0.5,0.5,1,0.99,10,20,208,29,0.570735583829611
0.5,0.5,1,0.99,10,20,208,30,0.570735583829611
0.5,0.5,1,0.99,10,20,208,31,0.570735583829611
0.5,0.5,1,0.99,10,20,208,32,0.570735583829611
0.5,0.5,1,0.99,10,20,208,33,0.570735583829611
0.5,0.5,1,0.99,10,20,208,34,0.570735583829611
0.5,0.5,1,0.99,10,20,208,35,0.570735583829611
0.5,0.5,1,0.99,10,20,208,36,0.570735583829611
0.5,0.5,1,0.99,10,20,208,37,0.570735583829611
0.5,0.5,1,0.99,10,20,208,38,0.570735583829611
0.5,0.5,1,0.99,10,20,208,39,0.570735583829611
0.5,0.5,1,0.99,10,20,208,40,0.570735583829611
0.5,0.5,1,0.99,10,20,208,41,0.570735583829611
0.5,0.5,1,0.99,10,20,208,42,0.570735583829611
0.5,0.5,1,0.99,10,20,208,43,0.570735583829611
0.5,0.5,1,0.99,10,20,208,44,0.570735583829611
0.5,0.5,1,0.99,10,20,208,45,0.570735583829611
0.5,0.5,1,0.99,10,20,208,46,0.570735583829611
0.5,0.5,1,0.99,10,20,208,47,0.570735583829611
0.5,0.5,1,0.99,10,20,208,48,0.570735583829611
0.5,0.5,1,0.99,10,20,208,49,0.570735583829611
0.5,0.5,1,0.99,10,20,208,50,0.570735583829611
0.5,0.5,1,0.99,10,20,208,51,0.570735583829611
0.5,0.5,1,0.99,10,20,208,52,0.570735583829611
0.5,0.5,1,0.99,10,20,208,53,0.570735583829611
0.5,0.5,1,0.99,10,20,208,54,0.570735583829611
0.5,0.5,1,0.99,10,20,208,55,0.570735583829611
0.5,0.5,1,0.99,10,20,208,56,0.570735583829611
0.5,0.5,1,0.99,10,20,208,57,0.570735583829611
0.5,0.5,1,0.99,10,20,208,58,0.570735583829611
0.5,0.5,1,0.99,10,20,208,59,0.570735583829611
0.5,0.5,1,0.99,10,20,208,60,0.570735583829611
0.5,0.5,1,0.99,10,20,208,61,0.570735583829611
0.5,0.5,1,0.99,10,20,208,62,0.570735583829611
0.5,0.5,1,0.99,10,20,208,63,0.570735583829611
0.5,0.5,1,0.99,10,20,208,64,0.570735583829611
0.5,0.5,1,0.99,10,20,208,65,0.570735583829611
0.5,0.5,1,0.99,10,20,208,66,0.570735583829611
0.5,0.5,1,0.99,10,20,208,67,0.570735583829611
0.5,0.5,1,0.99,10,20,208,68,0.570735583829611
0.5,0.5,1,0.99,10,20,208,69,0.570735583829611
0.5,0.5,1,0.99,10,20,208,70,0.570735583829611
0.5,0.5,1,0.99,10,20,208,71,0.570735583829611
0.5,0.5,1,0.99,10,20,208,72,0.570735583829611
0.5,0.5,1,0.99,10,20,208,73,0.570735583829611
0.5,0.5,1,0.99,10,20,208,74,0.570735583829611
0.5,0.5,1,0.99,10,20,208,75,0.570735583829611
0.5,0.5,1,0.99,10,20,208,76,0.570735583829611
0.5,0.5,1,0.99,10,20,208,77,0.570735583829611
0.5,0.5,1,0.99,10,20,208,78,0.570735583829611
0.5,0.5,1,0.99,10,20,208,79,0.570735583829611
0.5,0.5,1,0.99,10,20,208,80,0.570735583829611
0.5,0.5,1,0.99,10,20,208,81,0.570735583829611
0.5,0.5,1,0.99,10,20,208,82,0.570735583829611
0.5,0.5,1,0.99,10,20,208,83,0.570735583829611
0.5,0.5,1,0.99,10,20,208,84,0.570735583829611
0.5,0.5,1,0.99,10,20,208,85,0.570735583829611
0.5,0.5,1,0.99,10,20,208,86,0.570735583829611
0.5,0.5,1,0.99,10,20,208,87,0.570735583829611
0.5,0.5,1,0.99,10,20,208,88,0.570735583829611
0.5,0.5,1,0.99,10,20,208,89,0.570735583829611
0.5,0.5,1,0.99,10,20,208,90,0.570735583829611
0.5,0.5,1,0.99,10,20,208,91,0.570735583829611
0.5,0.5,1,0.99,10,20,208,92,0.570735583829611
0.5,0.5,1,0.99,10,20,208,93,0.570735583829611
0.5,0.5,1,0.99,10,20,208,94,0.570735583829611
0.5,0.5,1,0.99,10,20,208,95,0.570735583829611
0.5,0.5,1,0.99,10,20,208,96,0.570735583829611
0.5,0.5,1,0.99,10,20,208,97,0.570735583829611
0.5,0.5,1,0.99,10,20,208,98,0.570735583829611
0.5,0.5,1,0.99,10,20,208,99,0.570735583829611
0.5,0.5,1,0.99,10,20,208,100,0.570735583829611
