alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,10,174,1,0.443830208685152
0.5,0.5,1,0.99,10,10,174,2,0.443830208685152
0.5,0.5,1,0.99,10,10,174,3,0.443830208685152
0.5,0.5,1,0.99,10,10,174,4,0.443830208685152
0.5,0.5,1,0.99,10,10,174,5,0.443830208685152
0.5,0.5,1,0.99,10,10,174,6,0.443830208685152
0.5,0.5,1,0.99,10,10,174,7,0.443830208685152
0.5,0.5,1,0.99,10,10,174,8,0.443830208685152
0.5,0.5,1,0.99,10,10,174,9,0.443830208685152
0.5,0.5,1,0.99,10,10,174,10,0.443830208685152
0.5,0.5,1,0.99,10,10,174,11,0.443830208685152
0.5,0.5,1,0.99,10,10,174,12,0.443830208685152
0.5,0.5,1,0.99,10,10,174,13,0.443830208685152
0.5,0.5,1,0.99,10,10,174,14,0.443830208685152
0.5,0.5,1,0.99,10,10,174,15,0.443830208685152
0.5,0.5,1,0.99,10,10,174,16,0.443830208685152
0.5,0.5,1,0.99,10,10,174,17,0.443830208685152
0.5,0.5,1,0.99,10,10,174,18,0.443830208685152
0.5,0.5,1,0.99,10,10,174,19,0.443830208685152
0.5,0.5,1,0.99,10,10,174,20,0.443830208685152
0.5,0.5,1,0.99,10,10,174,21,0.443830208685152
0.5,0.5,1,0.99,10,10,174,22,0.443830208685152
0.5,0.5,1,0.99,10,10,174,23,0.443830208685152
0.5,0.5,1,0.99,10,10,174,24,0.443830208685152
0.5,0.5,1,0.99,10,10,174,25,0.443830208685152
0.5,0.5,1,0.99,10,10,174,26,0.443830208685152
0.5,0.5,1,0.99,10,10,174,27,0.443830208685152
0.5,0.5,1,0.99,10,10,174,28,0.443830208685152
0.5,0.5,1,0.99,10,10,174,29,0.443830208685152
0.5,0.5,1,0.99,10,10,174,30,0.443830208685152
0.5,0.5,1,0.99,10,10,174,31,0.443830208685152
0.5,0.5,1,0.99,10,10,174,32,0.443830208685152
0.5,0.5,1,0.99,10,10,174,33,0.443830208685152
0.5,0.5,1,0.99,10,10,174,34,0.443830208685152
0.5,0.5,1,0.99,10,10,174,35,0.443830208685152
0.5,0.5,1,0.99,10,10,174,36,0.443830208685152
