alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,175,1,0.561043402919588
0.5,0.5,1,0.99,10,20,175,2,0.561043402919588
0.5,0.5,1,0.99,10,20,175,3,0.561043402919588
0.5,0.5,1,0.99,10,20,175,4,0.561043402919588
0.5,0.5,1,0.99,10,20,175,5,0.561043402919588
0.5,0.5,1,0.99,10,20,175,6,0.561043402919588
0.5,0.5,1,0.99,10,20,175,7,0.561043402919588
0.5,0.5,1,0.99,10,20,175,8,0.561043402919588
0.5,0.5,1,0.99,10,20,175,9,0.561043402919588
0.5,0.5,1,0.99,10,20,175,10,0.561043402919588
0.5,0.5,1,0.99,10,20,175,11,0.561043402919588
0.5,0.5,1,0.99,10,20,175,12,0.561043402919588
0.5,0.5,1,0.99,10,20,175,13,0.561043402919588
0.5,0.5,1,0.99,10,20,175,14,0.561043402919588
0.5,0.5,1,0.99,10,20,175,15,0.561043402919588
0.5,0.5,1,0.99,10,20,175,16,0.561043402919588
0.5,0.5,1,0.99,10,20,175,17,0.561043402919588
0.5,0.5,1,0.99,10,20,175,18,0.561043402919588
0.5,0.5,1,0.99,10,20,175,19,0.561043402919588
0.5,0.5,1,0.99,10,20,175,20,0.561043402919588
0.5,0.5,1,0.99,10,20,175,21,0.561043402919588
0.5,0.5,1,0.99,10,20,175,22,0.561043402919588
0.5,0.5,1,0.99,10,20,175,23,0.561043402919588
0.5,0.5,1,0.99,10,20,175,24,0.561043402919588
0.5,0.5,1,0.99,10,20,175,25,0.561043402919588
0.5,0.5,1,0.99,10,20,175,26,0.561043402919588
0.5,0.5,1,0.99,10,20,175,27,0.561043402919588
0.5,0.5,1,0.99,10,20,175,28,0.561043402919588
0.5,0.5,1,0.99,10,20,175,29,0.561043402919588
0.5,0.5,1,0.99,10,20,175,30,0.561043402919588
0.5,0.5,1,0.99,10,20,175,31,0.561043402919588
0.5,0.5,1,0.99,10,20,175,32,0.561043402919588
0.5,0.5,1,0.99,10,20,175,33,0.561043402919588
0.5,0.5,1,0.99,10,20,175,34,0.561043402919588
0.5,0.5,1,0.99,10,20,175,35,0.561043402919588
0.5,0.5,1,0.99,10,20,175,36,0.561043402919588
0.5,0.5,1,0.99,10,20,175,37,0.561043402919588
0.5,0.5,1,0.99,10,20,175,38,0.561043402919588
0.5,0.5,1,0.99,10,20,175,39,0.561043402919588
0.5,0.5,1,0.99,10,20,175,40,0.561043402919588
0.5,0.5,1,0.99,10,20,175,41,0.561043402919588
0.5,0.5,1,0.99,10,20,175,42,0.561043402919588
0.5,0.5,1,0.99,10,20,175,43,0.561043402919588
0.5,0.5,1,0.99,10,20,175,44,0.561043402919588
0.5,0.5,1,0.99,10,20,175,45,0.561043402919588
0.5,0.5,1,0.99,10,20,175,46,0.561043402919588
0.5,0.5,1,0.99,10,20,175,47,0.561043402919588
0.5,0.5,1,0.99,10,20,175,48,0.561043402919588
0.5,0.5,1,0.99,10,20,175,49,0.561043402919588
0.5,0.5,1,0.99,10,20,175,50,0.561043402919588
0.5,0.5,1,0.99,10,20,175,51,0.561043402919588
0.5,0.5,1,0.99,10,20,175,52,0.561043402919588
0.5,0.5,1,0.99,10,20,175,53,0.561043402919588
0.5,0.5,1,0.99,10,20,175,54,0.561043402919588
0.5,0.5,1,0.99,10,20,175,55,0.561043402919588
0.5,0.5,1,0.99,10,20,175,56,0.561043402919588
0.5,0.5,1,0.99,10,20,175,57,0.561043402919588
