alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,10,218,1,0.449153787444248
0.5,0.5,1,0.99,10,10,218,2,0.449153787444248
0.5,0.5,1,0.99,10,10,218,3,0.449153787444248
0.5,0.5,1,0.99,10,10,218,4,0.449153787444248
0.5,0.5,1,0.99,10,10,218,5,0.449153787444248
0.5,0.5,1,0.99,10,10,218,6,0.449153787444248
0.5,0.5,1,0.99,10,10,218,7,0.449153787444248
0.5,0.5,1,0.99,10,10,218,8,0.449153787444248
0.5,0.5,1,0.99,10,10,218,9,0.449153787444248
0.5,0.5,1,0.99,10,10,218,10,0.449153787444248
0.5,0.5,1,0.99,10,10,218,11,0.449153787444248
0.5,0.5,1,0.99,10,10,218,12,0.449153787444248
0.5,0.5,1,0.99,10,10,218,13,0.449153787444248
0.5,0.5,1,0.99,10,10,218,14,0.449153787444248
0.5,0.5,1,0.99,10,10,218,15,0.449153787444248
0.5,0.5,1,0.99,10,10,218,16,0.449153787444248
0.5,0.5,1,0.99,10,10,218,17,0.449153787444248
0.5,0.5,1,0.99,10,10,218,18,0.449153787444248
0.5,0.5,1,0.99,10,10,218,19,0.449153787444248
0.5,0.5,1,0.99,10,10,218,20,0.449153787444248
0.5,0.5,1,0.99,10,10,218,21,0.449153787444248
0.5,0.5,1,0.99,10,10,218,22,0.449153787444248
0.5,0.5,1,0.99,10,10,218,23,0.449153787444248
0.5,0.5,1,0.99,10,10,218,24,0.449153787444248
0.5,0.5,1,0.99,10,10,218,25,0.449153787444248
0.5,0.5,1,0.99,10,10,218,26,0.449153787444248
0.5,0.5,1,0.99,10,10,218,27,0.449153787444248
0.5,0.5,1,0.99,10,10,218,28,0.449153787444248
0.5,0.5,1,0.99,10,10,218,29,0.449153787444248
0.5,0.5,1,0.99,10,10,218,30,0.449153787444248
0.5,0.5,1,0.99,10,10,218,31,0.449153787444248
0.5,0.5,1,0.99,10,10,218,32,0.449153787444248
0.5,0.5,1,0.99,10,10,218,33,0.449153787444248
0.5,0.5,1,0.99,10,10,218,34,0.449153787444248
0.5,0.5,1,0.99,10,10,218,35,0.449153787444248
0.5,0.5,1,0.99,10,10,218,36,0.449153787444248
0.5,0.5,1,0.99,10,10,218,37,0.449153787444248
0.5,0.5,1,0.99,10,10,218,38,0.449153787444248
0.5,0.5,1,0.99,10,10,218,39,0.449153787444248
0.5,0.5,1,0.99,10,10,218,40,0.449153787444248
0.5,0.5,1,0.99,10,10,218,41,0.449153787444248
0.5,0.5,1,0.99,10,10,218,42,0.449153787444248
0.5,0.5,1,0.99,10,10,218,43,0.449153787444248
0.5,0.5,1,0.99,10,10,218,44,0.449153787444248
0.5,0.5,1,0.99,10,10,218,45,0.449153787444248
0.5,0.5,1,0.99,10,10,218,46,0.449153787444248
0.5,0.5,1,0.99,10,10,218,47,0.449153787444248
0.5,0.5,1,0.99,10,10,218,48,0.449153787444248
0.5,0.5,1,0.99,10,10,218,49,0.449153787444248
0.5,0.5,1,0.99,10,10,218,50,0.449153787444248
0.5,0.5,1,0.99,10,10,218,51,0.449153787444248
0.5,0.5,1,0.99,10,10,218,52,0.449153787444248
0.5,0.5,1,0.99,10,10,218,53,0.449153787444248
