alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,10,209,1,0.401147862468821
0.5,0.5,1,0.99,10,10,209,2,0.401147862468821
0.5,0.5,1,0.99,10,10,209,3,0.401147862468821
0.5,0.5,1,0.99,10,10,209,4,0.401147862468821
0.5,0.5,1,0.99,10,10,209,5,0.401147862468821
0.5,0.5,1,0.99,10,10,209,6,0.401147862468821
0.5,0.5,1,0.99,10,10,209,7,0.401147862468821
0.5,0.5,1,0.99,10,10,209,8,0.401147862468821
0.5,0.5,1,0.99,10,10,209,9,0.401147862468821
0.5,0.5,1,0.99,10,10,209,10,0.401147862468821
0.5,0.5,1,0.99,10,10,209,11,0.401147862468821
0.5,0.5,1,0.99,10,10,209,12,0.401147862468821
0.5,0.5,1,0.99,10,10,209,13,0.401147862468821
0.5,0.5,1,0.99,10,10,209,14,0.401147862468821
0.5,0.5,1,0.99,10,10,209,15,0.401147862468821
0.5,0.5,1,0.99,10,10,209,16,0.401147862468821
0.5,0.5,1,0.99,10,10,209,17,0.401147862468821
0.5,0.5,1,0.99,10,10,209,18,0.401147862468821
0.5,0.5,1,0.99,10,10,209,19,0.401147862468821
0.5,0.5,1,0.99,10,10,209,20,0.401147862468821
0.5,0.5,1,0.99,10,10,209,21,0.401147862468821
0.5,0.5,1,0.99,10,10,209,22,0.401147862468821
0.5,0.5,1,0.99,10,10,209,23,0.401147862468821
0.5,0.5,1,0.99,10,10,209,24,0.401147862468821
0.5,0.5,1,0.99,10,10,209,25,0.401147862468821
0.5,0.5,1,0.99,10,10,209,26,0.401147862468821
0.5,0.5,1,0.99,10,10,209,27,0.401147862468821
0.5,0.5,1,0.99,10,10,209,28,0.401147862468821
0.5,0.5,1,0.99,10,10,209,29,0.401147862468821
0.5,0.5,1,0.99,10,10,209,30,0.401147862468821
0.5,0.5,1,0.99,10,10,209,31,0.401147862468821
0.5,0.5,1,0.99,10,10,209,32,0.401147862468821
0.5,0.5,1,0.99,10,10,209,33,0.401147862468821
0.5,0.5,1,0.99,10,10,209,34,0.401147862468821
0.5,0.5,1,0.99,10,10,209,35,0.401147862468821
0.5,0.5,1,0.99,10,10,209,36,0.401147862468821
0.5,0.5,1,0.99,10,10,209,37,0.401147862468821
0.5,0.5,1,0.99,10,10,209,38,0.401147862468821
0.5,0.5,1,0.99,10,10,209,39,0.401147862468821
0.5,0.5,1,0.99,10,10,209,40,0.401147862468821
0.5,0.5,1,0.99,10,10,209,41,0.401147862468821
0.5,0.5,1,0.99,10,10,209,42,0.401147862468821
0.5,0.5,1,0.99,10,10,209,43,0.401147862468821
0.5,0.5,1,0.99,10,10,209,44,0.401147862468821
0.5,0.5,1,0.99,10,10,209,45,0.401147862468821
0.5,0.5,1,0.99,10,10,209,46,0.401147862468821
0.5,0.5,1,0.99,10,10,209,47,0.401147862468821
