alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,192,1,0.501708399074727
0.5,0.5,1,0.99,10,20,192,2,0.501708399074727
0.5,0.5,1,0.99,10,20,192,3,0.501708399074727
0.5,0.5,1,0.99,10,20,192,4,0.501708399074727
0.5,0.5,1,0.99,10,20,192,5,0.501708399074727
0.5,0.5,1,0.99,10,20,192,6,0.501708399074727
0.5,0.5,1,0.99,10,20,192,7,0.501708399074727
0.5,0.5,1,0.99,10,20,192,8,0.501708399074727
0.5,0.5,1,0.99,10,20,192,9,0.501708399074727
0.5,0.5,1,0.99,10,20,192,10,0.501708399074727
0.5,0.5,1,0.99,10,20,192,11,0.501708399074727
0.5,0.5,1,0.99,10,20,192,12,0.501708399074727
0.5,0.5,1,0.99,10,20,192,13,0.501708399074727
0.5,0.5,1,0.99,10,20,192,14,0.501708399074727
0.5,0.5,1,0.99,10,20,192,15,0.501708399074727
0.5,0.5,1,0.99,10,20,192,16,0.501708399074727
0.5,0.5,1,0.99,10,20,192,17,0.501708399074727
0.5,0.5,1,0.99,10,20,192,18,0.501708399074727
0.5,0.5,1,0.99,10,20,192,19,0.501708399074727
0.5,0.5,1,0.99,10,20,192,20,0.501708399074727
0.5,0.5,1,0.99,10,20,192,21,0.501708399074727
0.5,0.5,1,0.99,10,20,192,22,0.501708399074727
0.5,0.5,1,0.99,10,20,192,23,0.501708399074727
0.5,0.5,1,0.99,10,20,192,24,0.501708399074727
0.5,0.5,1,0.99,10,20,192,25,0.501708399074727
0.5,0.5,1,0.99,10,20,192,26,0.501708399074727
0.5,0.5,1,0.99,10,20,192,27,0.501708399074727
0.5,0.5,1,0.99,10,20,192,28,0.501708399074727
0.5,0.5,1,0.99,10,20,192,29,0.501708399074727
0.5,0.5,1,0.99,10,20,192,30,0.501708399074727
0.5,0.5,1,0.99,10,20,192,31,0.501708399074727
0.5,0.5,1,0.99,10,20,192,32,0.501708399074727
