alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,10,208,1,0.518589465581834
0.5,0.5,1,0.99,10,10,208,2,0.518589465581834
0.5,0.5,1,0.99,10,10,208,3,0.518589465581834
0.5,0.5,1,0.99,10,10,208,4,0.518589465581834
0.5,0.5,1,0.99,10,10,208,5,0.518589465581834
0.5,0.5,1,0.99,10,10,208,6,0.518589465581834
0.5,0.5,1,0.99,10,10,208,7,0.518589465581834
0.5,0.5,1,0.99,10,10,208,8,0.518589465581834
0.5,0.5,1,0.99,10,10,208,9,0.518589465581834
0.5,0.5,1,0.99,10,10,208,10,0.518589465581834
0.5,0.5,1,0.99,10,10,208,11,0.518589465581834
0.5,0.5,1,0.99,10,10,208,12,0.518589465581834
0.5,0.5,1,0.99,10,10,208,13,0.518589465581834
0.5,0.5,1,0.99,10,10,208,14,0.518589465581834
0.5,0.5,1,0.99,10,10,208,15,0.518589465581834
0.5,0.5,1,0.99,10,10,208,16,0.518589465581834
0.5,0.5,1,0.99,10,10,208,17,0.518589465581834
0.5,0.5,1,0.99,10,10,208,18,0.518589465581834
0.5,0.5,1,0.99,10,10,208,19,0.518589465581834
0.5,0.5,1,0.99,10,10,208,20,0.518589465581834
0.5,0.5,1,0.99,10,10,208,21,0.518589465581834
0.5,0.5,1,0.99,10,10,208,22,0.518589465581834
0.5,0.5,1,0.99,10,10,208,23,0.518589465581834
0.5,0.5,1,0.99,10,10,208,24,0.518589465581834
0.5,0.5,1,0.99,10,10,208,25,0.518589465581834
0.5,0.5,1,0.99,10,10,208,26,0.518589465581834
0.5,0.5,1,0.99,10,10,208,27,0.518589465581834
0.5,0.5,1,0.99,10,10,208,28,0.518589465581834
0.5,0.5,1,0.99,10,10,208,29,0.518589465581834
0.5,0.5,1,0.99,10,10,208,30,0.518589465581834
0.5,0.5,1,0.99,10,10,208,31,0.518589465581834
0.5,0.5,1,0.99,10,10,208,32,0.518589465581834
0.5,0.5,1,0.99,10,10,208,33,0.518589465581834
0.5,0.5,1,0.99,10,10,208,34,0.518589465581834
0.5,0.5,1,0.99,10,10,208,35,0.518589465581834
0.5,0.5,1,0.99,10,10,208,36,0.518589465581834
0.5,0.5,1,0.99,10,10,208,37,0.518589465581834
0.5,0.5,1,0.99,10,10,208,38,0.518589465581834
0.5,0.5,1,0.99,10,10,208,39,0.518589465581834
0.5,0.5,1,0.99,10,10,208,40,0.518589465581834
0.5,0.5,1,0.99,10,10,208,41,0.518589465581834
0.5,0.5,1,0.99,10,10,208,42,0.518589465581834
0.5,0.5,1,0.99,10,10,208,43,0.518589465581834
0.5,0.5,1,0.99,10,10,208,44,0.518589465581834
0.5,0.5,1,0.99,10,10,208,45,0.518589465581834
0.5,0.5,1,0.99,10,10,208,46,0.518589465581834
0.5,0.5,1,0.99,10,10,208,47,0.518589465581834
0.5,0.5,1,0.99,10,10,208,48,0.518589465581834
0.5,0.5,1,0.99,10,10,208,49,0.518589465581834
0.5,0.5,1,0.99,10,10,208,50,0.518589465581834
0.5,0.5,1,0.99,10,10,208,51,0.518589465581834
0.5,0.5,1,0.99,10,10,208,52,0.518589465581834
0.5,0.5,1,0.99,10,10,208,53,0.518589465581834
0.5,0.5,1,0.99,10,10,208,54,0.518589465581834
0.5,0.5,1,0.99,10,10,208,55,0.518589465581834
0.5,0.5,1,0.99,10,10,208,56,0.518589465581834
0.5,0.5,1,0.99,10,10,208,57,0.518589465581834
0.5,0.5,1,0.99,10,10,208,58,0.518589465581834
0.5,0.5,1,0.99,10,10,208,59,0.518589465581834
0.5,0.5,1,0.99,10,10,208,60,0.518589465581834
0.5,0.5,1,0.99,10,10,208,61,0.518589465581834
0.5,0.5,1,0.99,10,10,208,62,0.518589465581834
0.5,0.5,1,0.99,10,10,208,63,0.518589465581834
0.5,0.5,1,0.99,10,10,208,64,0.518589465581834
0.5,0.5,1,0.99,10,10,208,65,0.518589465581834
0.5,0.5,1,0.99,10,10,208,66,0.518589465581834
0.5,0.5,1,0.99,10,10,208,67,0.518589465581834
0.5,0.5,1,0.99,10,10,208,68,0.518589465581834
0.5,0.5,1,0.99,10,10,208,69,0.518589465581834
0.5,0.5,1,0.99,10,10,208,70,0.518589465581834
0.5,0.5,1,0.99,10,10,208,71,0.518589465581834
0.5,0.5,1,0.99,10,10,208,72,0.518589465581834
0.5,0.5,1,0.99,10,10,208,73,0.518589465581834
0.5,0.5,1,0.99,10,10,208,74,0.518589465581834
0.5,0.5,1,0.99,10,10,208,75,0.518589465581834
0.5,0.5,1,0.99,10,10,208,76,0.518589465581834
0.5,0.5,1,0.99,10,10,208,77,0.518589465581834
0.5,0.5,1,0.99,10,10,208,78,0.518589465581834
0.5,0.5,1,0.99,10,10,208,79,0.518589465581834
0.5,0.5,1,0.99,10,10,208,80,0.518589465581834
0.5,0.5,1,0.99,10,10,208,81,0.518589465581834
0.5,0.5,1,0.99,10,10,208,82,0.518589465581834
0.5,0.5,1,0.99,10,10,208,83,0.518589465581834
0.5,0.5,1,0.99,10,10,208,84,0.518589465581834
0.5,0.5,1,0.99,10,10,208,85,0.518589465581834
0.5,0.5,1,0.99,10,10,208,86,0.518589465581834
0.5,0.5,1,0.99,10,10,208,87,0.518589465581834
0.5,0.5,1,0.99,10,10,208,88,0.518589465581834
0.5,0.5,1,0.99,10,10,208,89,0.518589465581834
0.5,0.5,1,0.99,10,10,208,90,0.518589465581834
0.5,0.5,1,0.99,10,10,208,91,0.518589465581834
0.5,0.5,1,0.99,10,10,208,92,0.518589465581834
0.5,0.5,1,0.99,10,10,208,93,0.518589465581834
0.5,0.5,1,0.99,10,10,208,94,0.518589465581834
0.5,0.5,1,0.99,10,10,208,95,0.518589465581834
0.5,0.5,1,0.99,10,10,208,96,0.518589465581834
0.5,0.5,1,0.99,10,10,208,97,0.518589465581834
0.5,0.5,1,0.99,10,10,208,98,0.518589465581834
0.5,0.5,1,0.99,10,10,208,99,0.518589465581834
0.5,0.5,1,0.99,10,10,208,100,0.518589465581834
