alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,10,220,1,0.520773864267209
0.5,0.5,1,0.99,10,10,220,2,0.520773864267209
0.5,0.5,1,0.99,10,10,220,3,0.520773864267209
0.5,0.5,1,0.99,10,10,220,4,0.520773864267209
0.5,0.5,1,0.99,10,10,220,5,0.520773864267209
0.5,0.5,1,0.99,10,10,220,6,0.520773864267209
0.5,0.5,1,0.99,10,10,220,7,0.520773864267209
0.5,0.5,1,0.99,10,10,220,8,0.520773864267209
0.5,0.5,1,0.99,10,10,220,9,0.520773864267209
0.5,0.5,1,0.99,10,10,220,10,0.520773864267209
0.5,0.5,1,0.99,10,10,220,11,0.520773864267209
0.5,0.5,1,0.99,10,10,220,12,0.520773864267209
0.5,0.5,1,0.99,10,10,220,13,0.520773864267209
0.5,0.5,1,0.99,10,10,220,14,0.520773864267209
0.5,0.5,1,0.99,10,10,220,15,0.520773864267209
0.5,0.5,1,0.99,10,10,220,16,0.520773864267209
0.5,0.5,1,0.99,10,10,220,17,0.520773864267209
0.5,0.5,1,0.99,10,10,220,18,0.520773864267209
0.5,0.5,1,0.99,10,10,220,19,0.520773864267209
0.5,0.5,1,0.99,10,10,220,20,0.520773864267209
0.5,0.5,1,0.99,10,10,220,21,0.520773864267209
0.5,0.5,1,0.99,10,10,220,22,0.520773864267209
0.5,0.5,1,0.99,10,10,220,23,0.520773864267209
0.5,0.5,1,0.99,10,10,220,24,0.520773864267209
0.5,0.5,1,0.99,10,10,220,25,0.520773864267209
0.5,0.5,1,0.99,10,10,220,26,0.520773864267209
0.5,0.5,1,0.99,10,10,220,27,0.520773864267209
0.5,0.5,1,0.99,10,10,220,28,0.520773864267209
0.5,0.5,1,0.99,10,10,220,29,0.520773864267209
0.5,0.5,1,0.99,10,10,220,30,0.520773864267209
0.5,0.5,1,0.99,10,10,220,31,0.520773864267209
0.5,0.5,1,0.99,10,10,220,32,0.520773864267209
0.5,0.5,1,0.99,10,10,220,33,0.520773864267209
0.5,0.5,1,0.99,10,10,220,34,0.520773864267209
0.5,0.5,1,0.99,10,10,220,35,0.520773864267209
0.5,0.5,1,0.99,10,10,220,36,0.520773864267209
0.5,0.5,1,0.99,10,10,220,37,0.520773864267209
0.5,0.5,1,0.99,10,10,220,38,0.520773864267209
0.5,0.5,1,0.99,10,10,220,39,0.520773864267209
0.5,0.5,1,0.99,10,10,220,40,0.520773864267209
0.5,0.5,1,0.99,10,10,220,41,0.520773864267209
0.5,0.5,1,0.99,10,10,220,42,0.520773864267209
0.5,0.5,1,0.99,10,10,220,43,0.520773864267209
0.5,0.5,1,0.99,10,10,220,44,0.520773864267209
0.5,0.5,1,0.99,10,10,220,45,0.520773864267209
0.5,0.5,1,0.99,10,10,220,46,0.520773864267209
0.5,0.5,1,0.99,10,10,220,47,0.520773864267209
0.5,0.5,1,0.99,10,10,220,48,0.520773864267209
0.5,0.5,1,0.99,10,10,220,49,0.520773864267209
0.5,0.5,1,0.99,10,10,220,50,0.520773864267209
0.5,0.5,1,0.99,10,10,220,51,0.520773864267209
0.5,0.5,1,0.99,10,10,220,52,0.520773864267209
0.5,0.5,1,0.99,10,10,220,53,0.520773864267209
0.5,0.5,1,0.99,10,10,220,54,0.520773864267209
0.5,0.5,1,0.99,10,10,220,55,0.520773864267209
0.5,0.5,1,0.99,10,10,220,56,0.520773864267209
0.5,0.5,1,0.99,10,10,220,57,0.520773864267209
0.5,0.5,1,0.99,10,10,220,58,0.520773864267209
0.5,0.5,1,0.99,10,10,220,59,0.520773864267209
0.5,0.5,1,0.99,10,10,220,60,0.520773864267209
0.5,0.5,1,0.99,10,10,220,61,0.520773864267209
0.5,0.5,1,0.99,10,10,220,62,0.520773864267209
0.5,0.5,1,0.99,10,10,220,63,0.520773864267209
0.5,0.5,1,0.99,10,10,220,64,0.520773864267209
0.5,0.5,1,0.99,10,10,220,65,0.520773864267209
0.5,0.5,1,0.99,10,10,220,66,0.520773864267209
0.5,0.5,1,0.99,10,10,220,67,0.520773864267209
0.5,0.5,1,0.99,10,10,220,68,0.520773864267209
0.5,0.5,1,0.99,10,10,220,69,0.520773864267209
0.5,0.5,1,0.99,10,10,220,70,0.520773864267209
0.5,0.5,1,0.99,10,10,220,71,0.520773864267209
0.5,0.5,1,0.99,10,10,220,72,0.520773864267209
0.5,0.5,1,0.99,10,10,220,73,0.520773864267209
0.5,0.5,1,0.99,10,10,220,74,0.520773864267209
0.5,0.5,1,0.99,10,10,220,75,0.520773864267209
0.5,0.5,1,0.99,10,10,220,76,0.520773864267209
0.5,0.5,1,0.99,10,10,220,77,0.520773864267209
0.5,0.5,1,0.99,10,10,220,78,0.520773864267209
0.5,0.5,1,0.99,10,10,220,79,0.520773864267209
0.5,0.5,1,0.99,10,10,220,80,0.520773864267209
0.5,0.5,1,0.99,10,10,220,81,0.520773864267209
0.5,0.5,1,0.99,10,10,220,82,0.520773864267209
0.5,0.5,1,0.99,10,10,220,83,0.520773864267209
