alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,184,1,0.588844852391058
0.5,0.5,1,0.99,10,20,184,2,0.588844852391058
0.5,0.5,1,0.99,10,20,184,3,0.588844852391058
0.5,0.5,1,0.99,10,20,184,4,0.588844852391058
0.5,0.5,1,0.99,10,20,184,5,0.588844852391058
0.5,0.5,1,0.99,10,20,184,6,0.588844852391058
0.5,0.5,1,0.99,10,20,184,7,0.588844852391058
0.5,0.5,1,0.99,10,20,184,8,0.588844852391058
0.5,0.5,1,0.99,10,20,184,9,0.588844852391058
0.5,0.5,1,0.99,10,20,184,10,0.588844852391058
0.5,0.5,1,0.99,10,20,184,11,0.588844852391058
0.5,0.5,1,0.99,10,20,184,12,0.588844852391058
0.5,0.5,1,0.99,10,20,184,13,0.588844852391058
0.5,0.5,1,0.99,10,20,184,14,0.588844852391058
0.5,0.5,1,0.99,10,20,184,15,0.588844852391058
0.5,0.5,1,0.99,10,20,184,16,0.588844852391058
0.5,0.5,1,0.99,10,20,184,17,0.588844852391058
0.5,0.5,1,0.99,10,20,184,18,0.588844852391058
0.5,0.5,1,0.99,10,20,184,19,0.588844852391058
0.5,0.5,1,0.99,10,20,184,20,0.588844852391058
0.5,0.5,1,0.99,10,20,184,21,0.588844852391058
0.5,0.5,1,0.99,10,20,184,22,0.588844852391058
0.5,0.5,1,0.99,10,20,184,23,0.588844852391058
0.5,0.5,1,0.99,10,20,184,24,0.588844852391058
0.5,0.5,1,0.99,10,20,184,25,0.588844852391058
0.5,0.5,1,0.99,10,20,184,26,0.588844852391058
0.5,0.5,1,0.99,10,20,184,27,0.588844852391058
0.5,0.5,1,0.99,10,20,184,28,0.588844852391058
0.5,0.5,1,0.99,10,20,184,29,0.588844852391058
0.5,0.5,1,0.99,10,20,184,30,0.588844852391058
0.5,0.5,1,0.99,10,20,184,31,0.588844852391058
0.5,0.5,1,0.99,10,20,184,32,0.588844852391058
0.5,0.5,1,0.99,10,20,184,33,0.588844852391058
0.5,0.5,1,0.99,10,20,184,34,0.588844852391058
0.5,0.5,1,0.99,10,20,184,35,0.588844852391058
0.5,0.5,1,0.99,10,20,184,36,0.588844852391058
0.5,0.5,1,0.99,10,20,184,37,0.588844852391058
0.5,0.5,1,0.99,10,20,184,38,0.588844852391058
0.5,0.5,1,0.99,10,20,184,39,0.588844852391058
0.5,0.5,1,0.99,10,20,184,40,0.588844852391058
0.5,0.5,1,0.99,10,20,184,41,0.588844852391058
0.5,0.5,1,0.99,10,20,184,42,0.588844852391058
0.5,0.5,1,0.99,10,20,184,43,0.588844852391058
0.5,0.5,1,0.99,10,20,184,44,0.588844852391058
0.5,0.5,1,0.99,10,20,184,45,0.588844852391058
0.5,0.5,1,0.99,10,20,184,46,0.588844852391058
0.5,0.5,1,0.99,10,20,184,47,0.588844852391058
0.5,0.5,1,0.99,10,20,184,48,0.588844852391058
0.5,0.5,1,0.99,10,20,184,49,0.588844852391058
0.5,0.5,1,0.99,10,20,184,50,0.588844852391058
0.5,0.5,1,0.99,10,20,184,51,0.588844852391058
0.5,0.5,1,0.99,10,20,184,52,0.588844852391058
0.5,0.5,1,0.99,10,20,184,53,0.588844852391058
0.5,0.5,1,0.99,10,20,184,54,0.588844852391058
0.5,0.5,1,0.99,10,20,184,55,0.588844852391058
0.5,0.5,1,0.99,10,20,184,56,0.588844852391058
0.5,0.5,1,0.99,10,20,184,57,0.588844852391058
0.5,0.5,1,0.99,10,20,184,58,0.588844852391058
0.5,0.5,1,0.99,10,20,184,59,0.588844852391058
0.5,0.5,1,0.99,10,20,184,60,0.588844852391058
0.5,0.5,1,0.99,10,20,184,61,0.588844852391058
0.5,0.5,1,0.99,10,20,184,62,0.588844852391058
0.5,0.5,1,0.99,10,20,184,63,0.588844852391058
0.5,0.5,1,0.99,10,20,184,64,0.588844852391058
0.5,0.5,1,0.99,10,20,184,65,0.588844852391058
0.5,0.5,1,0.99,10,20,184,66,0.588844852391058
0.5,0.5,1,0.99,10,20,184,67,0.588844852391058
0.5,0.5,1,0.99,10,20,184,68,0.588844852391058
0.5,0.5,1,0.99,10,20,184,69,0.588844852391058
0.5,0.5,1,0.99,10,20,184,70,0.588844852391058
0.5,0.5,1,0.99,10,20,184,71,0.588844852391058
0.5,0.5,1,0.99,10,20,184,72,0.588844852391058
0.5,0.5,1,0.99,10,20,184,73,0.588844852391058
0.5,0.5,1,0.99,10,20,184,74,0.588844852391058
0.5,0.5,1,0.99,10,20,184,75,0.588844852391058
0.5,0.5,1,0.99,10,20,184,76,0.588844852391058
0.5,0.5,1,0.99,10,20,184,77,0.588844852391058
0.5,0.5,1,0.99,10,20,184,78,0.588844852391058
0.5,0.5,1,0.99,10,20,184,79,0.588844852391058
0.5,0.5,1,0.99,10,20,184,80,0.588844852391058
0.5,0.5,1,0.99,10,20,184,81,0.588844852391058
0.5,0.5,1,0.99,10,20,184,82,0.588844852391058
0.5,0.5,1,0.99,10,20,184,83,0.588844852391058
0.5,0.5,1,0.99,10,20,184,84,0.588844852391058
0.5,0.5,1,0.99,10,20,184,85,0.588844852391058
0.5,0.5,1,0.99,10,20,184,86,0.588844852391058
0.5,0.5,1,0.99,10,20,184,87,0.588844852391058
0.5,0.5,1,0.99,10,20,184,88,0.588844852391058
0.5,0.5,1,0.99,10,20,184,89,0.588844852391058
0.5,0.5,1,0.99,10,20,184,90,0.588844852391058
0.5,0.5,1,0.99,10,20,184,91,0.588844852391058
0.5,0.5,1,0.99,10,20,184,92,0.588844852391058
0.5,0.5,1,0.99,10,20,184,93,0.588844852391058
0.5,0.5,1,0.99,10,20,184,94,0.588844852391058
0.5,0.5,1,0.99,10,20,184,95,0.588844852391058
0.5,0.5,1,0.99,10,20,184,96,0.588844852391058
0.5,0.5,1,0.99,10,20,184,97,0.588844852391058
0.5,0.5,1,0.99,10,20,184,98,0.588844852391058
0.5,0.5,1,0.99,10,20,184,99,0.588844852391058
0.5,0.5,1,0.99,10,20,184,100,0.588844852391058
