alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,10,222,1,0.504349886394937
0.5,0.5,1,0.99,10,10,222,2,0.504349886394937
0.5,0.5,1,0.99,10,10,222,3,0.504349886394937
0.5,0.5,1,0.99,10,10,222,4,0.504349886394937
0.5,0.5,1,0.99,10,10,222,5,0.504349886394937
0.5,0.5,1,0.99,10,10,222,6,0.504349886394937
0.5,0.5,1,0.99,10,10,222,7,0.504349886394937
0.5,0.5,1,0.99,10,10,222,8,0.504349886394937
0.5,0.5,1,0.99,10,10,222,9,0.504349886394937
0.5,0.5,1,0.99,10,10,222,10,0.504349886394937
0.5,0.5,1,0.99,10,10,222,11,0.504349886394937
0.5,0.5,1,0.99,10,10,222,12,0.504349886394937
0.5,0.5,1,0.99,10,10,222,13,0.504349886394937
0.5,0.5,1,0.99,10,10,222,14,0.504349886394937
0.5,0.5,1,0.99,10,10,222,15,0.504349886394937
0.5,0.5,1,0.99,10,10,222,16,0.504349886394937
0.5,0.5,1,0.99,10,10,222,17,0.504349886394937
0.5,0.5,1,0.99,10,10,222,18,0.504349886394937
0.5,0.5,1,0.99,10,10,222,19,0.504349886394937
0.5,0.5,1,0.99,10,10,222,20,0.504349886394937
0.5,0.5,1,0.99,10,10,222,21,0.504349886394937
0.5,0.5,1,0.99,10,10,222,22,0.504349886394937
0.5,0.5,1,0.99,10,10,222,23,0.504349886394937
0.5,0.5,1,0.99,10,10,222,24,0.504349886394937
0.5,0.5,1,0.99,10,10,222,25,0.504349886394937
0.5,0.5,1,0.99,10,10,222,26,0.504349886394937
0.5,0.5,1,0.99,10,10,222,27,0.504349886394937
0.5,0.5,1,0.99,10,10,222,28,0.504349886394937
0.5,0.5,1,0.99,10,10,222,29,0.504349886394937
0.5,0.5,1,0.99,10,10,222,30,0.504349886394937
0.5,0.5,1,0.99,10,10,222,31,0.504349886394937
0.5,0.5,1,0.99,10,10,222,32,0.504349886394937
0.5,0.5,1,0.99,10,10,222,33,0.504349886394937
0.5,0.5,1,0.99,10,10,222,34,0.504349886394937
0.5,0.5,1,0.99,10,10,222,35,0.504349886394937
0.5,0.5,1,0.99,10,10,222,36,0.504349886394937
0.5,0.5,1,0.99,10,10,222,37,0.504349886394937
0.5,0.5,1,0.99,10,10,222,38,0.504349886394937
0.5,0.5,1,0.99,10,10,222,39,0.504349886394937
0.5,0.5,1,0.99,10,10,222,40,0.504349886394937
0.5,0.5,1,0.99,10,10,222,41,0.504349886394937
0.5,0.5,1,0.99,10,10,222,42,0.504349886394937
0.5,0.5,1,0.99,10,10,222,43,0.504349886394937
0.5,0.5,1,0.99,10,10,222,44,0.504349886394937
0.5,0.5,1,0.99,10,10,222,45,0.504349886394937
0.5,0.5,1,0.99,10,10,222,46,0.504349886394937
0.5,0.5,1,0.99,10,10,222,47,0.504349886394937
0.5,0.5,1,0.99,10,10,222,48,0.504349886394937
0.5,0.5,1,0.99,10,10,222,49,0.504349886394937
0.5,0.5,1,0.99,10,10,222,50,0.504349886394937
0.5,0.5,1,0.99,10,10,222,51,0.504349886394937
0.5,0.5,1,0.99,10,10,222,52,0.504349886394937
0.5,0.5,1,0.99,10,10,222,53,0.504349886394937
0.5,0.5,1,0.99,10,10,222,54,0.504349886394937
0.5,0.5,1,0.99,10,10,222,55,0.504349886394937
0.5,0.5,1,0.99,10,10,222,56,0.504349886394937
0.5,0.5,1,0.99,10,10,222,57,0.504349886394937
0.5,0.5,1,0.99,10,10,222,58,0.504349886394937
0.5,0.5,1,0.99,10,10,222,59,0.504349886394937
0.5,0.5,1,0.99,10,10,222,60,0.504349886394937
0.5,0.5,1,0.99,10,10,222,61,0.504349886394937
0.5,0.5,1,0.99,10,10,222,62,0.504349886394937
0.5,0.5,1,0.99,10,10,222,63,0.504349886394937
0.5,0.5,1,0.99,10,10,222,64,0.504349886394937
0.5,0.5,1,0.99,10,10,222,65,0.504349886394937
0.5,0.5,1,0.99,10,10,222,66,0.504349886394937
0.5,0.5,1,0.99,10,10,222,67,0.504349886394937
0.5,0.5,1,0.99,10,10,222,68,0.504349886394937
0.5,0.5,1,0.99,10,10,222,69,0.504349886394937
0.5,0.5,1,0.99,10,10,222,70,0.504349886394937
0.5,0.5,1,0.99,10,10,222,71,0.504349886394937
0.5,0.5,1,0.99,10,10,222,72,0.504349886394937
0.5,0.5,1,0.99,10,10,222,73,0.504349886394937
0.5,0.5,1,0.99,10,10,222,74,0.504349886394937
0.5,0.5,1,0.99,10,10,222,75,0.504349886394937
0.5,0.5,1,0.99,10,10,222,76,0.504349886394937
0.5,0.5,1,0.99,10,10,222,77,0.504349886394937
0.5,0.5,1,0.99,10,10,222,78,0.504349886394937
0.5,0.5,1,0.99,10,10,222,79,0.504349886394937
0.5,0.5,1,0.99,10,10,222,80,0.504349886394937
0.5,0.5,1,0.99,10,10,222,81,0.504349886394937
0.5,0.5,1,0.99,10,10,222,82,0.504349886394937
0.5,0.5,1,0.99,10,10,222,83,0.504349886394937
0.5,0.5,1,0.99,10,10,222,84,0.504349886394937
0.5,0.5,1,0.99,10,10,222,85,0.504349886394937
0.5,0.5,1,0.99,10,10,222,86,0.504349886394937
0.5,0.5,1,0.99,10,10,222,87,0.504349886394937
0.5,0.5,1,0.99,10,10,222,88,0.504349886394937
0.5,0.5,1,0.99,10,10,222,89,0.504349886394937
0.5,0.5,1,0.99,10,10,222,90,0.504349886394937
0.5,0.5,1,0.99,10,10,222,91,0.504349886394937
0.5,0.5,1,0.99,10,10,222,92,0.504349886394937
0.5,0.5,1,0.99,10,10,222,93,0.504349886394937
0.5,0.5,1,0.99,10,10,222,94,0.504349886394937
0.5,0.5,1,0.99,10,10,222,95,0.504349886394937
0.5,0.5,1,0.99,10,10,222,96,0.504349886394937
0.5,0.5,1,0.99,10,10,222,97,0.504349886394937
0.5,0.5,1,0.99,10,10,222,98,0.504349886394937
0.5,0.5,1,0.99,10,10,222,99,0.504349886394937
0.5,0.5,1,0.99,10,10,222,100,0.504349886394937
