alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,10,167,1,0.452566162661517
0.5,0.5,1,0.99,10,10,167,2,0.452566162661517
0.5,0.5,1,0.99,10,10,167,3,0.452566162661517
0.5,0.5,1,0.99,10,10,167,4,0.452566162661517
0.5,0.5,1,0.99,10,10,167,5,0.452566162661517
0.5,0.5,1,0.99,10,10,167,6,0.452566162661517
0.5,0.5,1,0.99,10,10,167,7,0.452566162661517
0.5,0.5,1,0.99,10,10,167,8,0.452566162661517
0.5,0.5,1,0.99,10,10,167,9,0.452566162661517
0.5,0.5,1,0.99,10,10,167,10,0.452566162661517
0.5,0.5,1,0.99,10,10,167,11,0.452566162661517
0.5,0.5,1,0.99,10,10,167,12,0.452566162661517
0.5,0.5,1,0.99,10,10,167,13,0.452566162661517
0.5,0.5,1,0.99,10,10,167,14,0.452566162661517
0.5,0.5,1,0.99,10,10,167,15,0.452566162661517
0.5,0.5,1,0.99,10,10,167,16,0.452566162661517
0.5,0.5,1,0.99,10,10,167,17,0.452566162661517
0.5,0.5,1,0.99,10,10,167,18,0.452566162661517
0.5,0.5,1,0.99,10,10,167,19,0.452566162661517
0.5,0.5,1,0.99,10,10,167,20,0.452566162661517
0.5,0.5,1,0.99,10,10,167,21,0.452566162661517
0.5,0.5,1,0.99,10,10,167,22,0.452566162661517
0.5,0.5,1,0.99,10,10,167,23,0.452566162661517
0.5,0.5,1,0.99,10,10,167,24,0.452566162661517
0.5,0.5,1,0.99,10,10,167,25,0.452566162661517
0.5,0.5,1,0.99,10,10,167,26,0.452566162661517
0.5,0.5,1,0.99,10,10,167,27,0.452566162661517
0.5,0.5,1,0.99,10,10,167,28,0.452566162661517
0.5,0.5,1,0.99,10,10,167,29,0.452566162661517
0.5,0.5,1,0.99,10,10,167,30,0.452566162661517
0.5,0.5,1,0.99,10,10,167,31,0.452566162661517
0.5,0.5,1,0.99,10,10,167,32,0.452566162661517
0.5,0.5,1,0.99,10,10,167,33,0.452566162661517
0.5,0.5,1,0.99,10,10,167,34,0.452566162661517
0.5,0.5,1,0.99,10,10,167,35,0.452566162661517
0.5,0.5,1,0.99,10,10,167,36,0.452566162661517
0.5,0.5,1,0.99,10,10,167,37,0.452566162661517
0.5,0.5,1,0.99,10,10,167,38,0.452566162661517
0.5,0.5,1,0.99,10,10,167,39,0.452566162661517
0.5,0.5,1,0.99,10,10,167,40,0.452566162661517
0.5,0.5,1,0.99,10,10,167,41,0.452566162661517
0.5,0.5,1,0.99,10,10,167,42,0.452566162661517
0.5,0.5,1,0.99,10,10,167,43,0.452566162661517
0.5,0.5,1,0.99,10,10,167,44,0.452566162661517
0.5,0.5,1,0.99,10,10,167,45,0.452566162661517
0.5,0.5,1,0.99,10,10,167,46,0.452566162661517
0.5,0.5,1,0.99,10,10,167,47,0.452566162661517
