alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,200,1,0.503802792577451
0.5,0.5,1,0.99,10,20,200,2,0.503802792577451
0.5,0.5,1,0.99,10,20,200,3,0.503802792577451
0.5,0.5,1,0.99,10,20,200,4,0.503802792577451
0.5,0.5,1,0.99,10,20,200,5,0.503802792577451
0.5,0.5,1,0.99,10,20,200,6,0.503802792577451
0.5,0.5,1,0.99,10,20,200,7,0.503802792577451
0.5,0.5,1,0.99,10,20,200,8,0.503802792577451
0.5,0.5,1,0.99,10,20,200,9,0.503802792577451
0.5,0.5,1,0.99,10,20,200,10,0.503802792577451
0.5,0.5,1,0.99,10,20,200,11,0.503802792577451
0.5,0.5,1,0.99,10,20,200,12,0.503802792577451
0.5,0.5,1,0.99,10,20,200,13,0.503802792577451
0.5,0.5,1,0.99,10,20,200,14,0.503802792577451
0.5,0.5,1,0.99,10,20,200,15,0.503802792577451
0.5,0.5,1,0.99,10,20,200,16,0.503802792577451
0.5,0.5,1,0.99,10,20,200,17,0.503802792577451
0.5,0.5,1,0.99,10,20,200,18,0.503802792577451
0.5,0.5,1,0.99,10,20,200,19,0.503802792577451
0.5,0.5,1,0.99,10,20,200,20,0.503802792577451
0.5,0.5,1,0.99,10,20,200,21,0.503802792577451
0.5,0.5,1,0.99,10,20,200,22,0.503802792577451
0.5,0.5,1,0.99,10,20,200,23,0.503802792577451
0.5,0.5,1,0.99,10,20,200,24,0.503802792577451
0.5,0.5,1,0.99,10,20,200,25,0.503802792577451
0.5,0.5,1,0.99,10,20,200,26,0.503802792577451
0.5,0.5,1,0.99,10,20,200,27,0.503802792577451
0.5,0.5,1,0.99,10,20,200,28,0.503802792577451
0.5,0.5,1,0.99,10,20,200,29,0.503802792577451
0.5,0.5,1,0.99,10,20,200,30,0.503802792577451
0.5,0.5,1,0.99,10,20,200,31,0.503802792577451
0.5,0.5,1,0.99,10,20,200,32,0.503802792577451
0.5,0.5,1,0.99,10,20,200,33,0.503802792577451
0.5,0.5,1,0.99,10,20,200,34,0.503802792577451
0.5,0.5,1,0.99,10,20,200,35,0.503802792577451
0.5,0.5,1,0.99,10,20,200,36,0.503802792577451
0.5,0.5,1,0.99,10,20,200,37,0.503802792577451
0.5,0.5,1,0.99,10,20,200,38,0.503802792577451
0.5,0.5,1,0.99,10,20,200,39,0.503802792577451
0.5,0.5,1,0.99,10,20,200,40,0.503802792577451
0.5,0.5,1,0.99,10,20,200,41,0.503802792577451
0.5,0.5,1,0.99,10,20,200,42,0.503802792577451
0.5,0.5,1,0.99,10,20,200,43,0.503802792577451
0.5,0.5,1,0.99,10,20,200,44,0.503802792577451
0.5,0.5,1,0.99,10,20,200,45,0.503802792577451
0.5,0.5,1,0.99,10,20,200,46,0.503802792577451
0.5,0.5,1,0.99,10,20,200,47,0.503802792577451
0.5,0.5,1,0.99,10,20,200,48,0.503802792577451
0.5,0.5,1,0.99,10,20,200,49,0.503802792577451
0.5,0.5,1,0.99,10,20,200,50,0.503802792577451
0.5,0.5,1,0.99,10,20,200,51,0.503802792577451
0.5,0.5,1,0.99,10,20,200,52,0.503802792577451
0.5,0.5,1,0.99,10,20,200,53,0.503802792577451
0.5,0.5,1,0.99,10,20,200,54,0.503802792577451
0.5,0.5,1,0.99,10,20,200,55,0.503802792577451
0.5,0.5,1,0.99,10,20,200,56,0.503802792577451
0.5,0.5,1,0.99,10,20,200,57,0.503802792577451
0.5,0.5,1,0.99,10,20,200,58,0.503802792577451
0.5,0.5,1,0.99,10,20,200,59,0.503802792577451
0.5,0.5,1,0.99,10,20,200,60,0.503802792577451
0.5,0.5,1,0.99,10,20,200,61,0.503802792577451
0.5,0.5,1,0.99,10,20,200,62,0.503802792577451
0.5,0.5,1,0.99,10,20,200,63,0.503802792577451
0.5,0.5,1,0.99,10,20,200,64,0.503802792577451
0.5,0.5,1,0.99,10,20,200,65,0.503802792577451
0.5,0.5,1,0.99,10,20,200,66,0.503802792577451
0.5,0.5,1,0.99,10,20,200,67,0.503802792577451
0.5,0.5,1,0.99,10,20,200,68,0.503802792577451
0.5,0.5,1,0.99,10,20,200,69,0.503802792577451
0.5,0.5,1,0.99,10,20,200,70,0.503802792577451
0.5,0.5,1,0.99,10,20,200,71,0.503802792577451
0.5,0.5,1,0.99,10,20,200,72,0.503802792577451
0.5,0.5,1,0.99,10,20,200,73,0.503802792577451
0.5,0.5,1,0.99,10,20,200,74,0.503802792577451
0.5,0.5,1,0.99,10,20,200,75,0.503802792577451
0.5,0.5,1,0.99,10,20,200,76,0.503802792577451
0.5,0.5,1,0.99,10,20,200,77,0.503802792577451
0.5,0.5,1,0.99,10,20,200,78,0.503802792577451
0.5,0.5,1,0.99,10,20,200,79,0.503802792577451
0.5,0.5,1,0.99,10,20,200,80,0.503802792577451
0.5,0.5,1,0.99,10,20,200,81,0.503802792577451
0.5,0.5,1,0.99,10,20,200,82,0.503802792577451
0.5,0.5,1,0.99,10,20,200,83,0.503802792577451
0.5,0.5,1,0.99,10,20,200,84,0.503802792577451
0.5,0.5,1,0.99,10,20,200,85,0.503802792577451
0.5,0.5,1,0.99,10,20,200,86,0.503802792577451
0.5,0.5,1,0.99,10,20,200,87,0.503802792577451
0.5,0.5,1,0.99,10,20,200,88,0.503802792577451
0.5,0.5,1,0.99,10,20,200,89,0.503802792577451
0.5,0.5,1,0.99,10,20,200,90,0.503802792577451
0.5,0.5,1,0.99,10,20,200,91,0.503802792577451
0.5,0.5,1,0.99,10,20,200,92,0.503802792577451
0.5,0.5,1,0.99,10,20,200,93,0.503802792577451
0.5,0.5,1,0.99,10,20,200,94,0.503802792577451
0.5,0.5,1,0.99,10,20,200,95,0.503802792577451
0.5,0.5,1,0.99,10,20,200,96,0.503802792577451
0.5,0.5,1,0.99,10,20,200,97,0.503802792577451
0.5,0.5,1,0.99,10,20,200,98,0.503802792577451
0.5,0.5,1,0.99,10,20,200,99,0.503802792577451
0.5,0.5,1,0.99,10,20,200,100,0.503802792577451
