alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,10,168,1,0.542296032052904
0.5,0.5,1,0.99,10,10,168,2,0.542296032052904
0.5,0.5,1,0.99,10,10,168,3,0.542296032052904
0.5,0.5,1,0.99,10,10,168,4,0.542296032052904
0.5,0.5,1,0.99,10,10,168,5,0.542296032052904
0.5,0.5,1,0.99,10,10,168,6,0.542296032052904
0.5,0.5,1,0.99,10,10,168,7,0.542296032052904
0.5,0.5,1,0.99,10,10,168,8,0.542296032052904
0.5,0.5,1,0.99,10,10,168,9,0.542296032052904
0.5,0.5,1,0.99,10,10,168,10,0.542296032052904
0.5,0.5,1,0.99,10,10,168,11,0.542296032052904
0.5,0.5,1,0.99,10,10,168,12,0.542296032052904
0.5,0.5,1,0.99,10,10,168,13,0.542296032052904
0.5,0.5,1,0.99,10,10,168,14,0.542296032052904
0.5,0.5,1,0.99,10,10,168,15,0.542296032052904
0.5,0.5,1,0.99,10,10,168,16,0.542296032052904
0.5,0.5,1,0.99,10,10,168,17,0.542296032052904
0.5,0.5,1,0.99,10,10,168,18,0.542296032052904
0.5,0.5,1,0.99,10,10,168,19,0.542296032052904
0.5,0.5,1,0.99,10,10,168,20,0.542296032052904
0.5,0.5,1,0.99,10,10,168,21,0.542296032052904
0.5,0.5,1,0.99,10,10,168,22,0.542296032052904
0.5,0.5,1,0.99,10,10,168,23,0.542296032052904
0.5,0.5,1,0.99,10,10,168,24,0.542296032052904
0.5,0.5,1,0.99,10,10,168,25,0.542296032052904
0.5,0.5,1,0.99,10,10,168,26,0.542296032052904
0.5,0.5,1,0.99,10,10,168,27,0.542296032052904
0.5,0.5,1,0.99,10,10,168,28,0.542296032052904
0.5,0.5,1,0.99,10,10,168,29,0.542296032052904
0.5,0.5,1,0.99,10,10,168,30,0.542296032052904
0.5,0.5,1,0.99,10,10,168,31,0.542296032052904
0.5,0.5,1,0.99,10,10,168,32,0.542296032052904
0.5,0.5,1,0.99,10,10,168,33,0.542296032052904
0.5,0.5,1,0.99,10,10,168,34,0.542296032052904
0.5,0.5,1,0.99,10,10,168,35,0.542296032052904
0.5,0.5,1,0.99,10,10,168,36,0.542296032052904
0.5,0.5,1,0.99,10,10,168,37,0.542296032052904
0.5,0.5,1,0.99,10,10,168,38,0.542296032052904
0.5,0.5,1,0.99,10,10,168,39,0.542296032052904
0.5,0.5,1,0.99,10,10,168,40,0.542296032052904
0.5,0.5,1,0.99,10,10,168,41,0.542296032052904
0.5,0.5,1,0.99,10,10,168,42,0.542296032052904
0.5,0.5,1,0.99,10,10,168,43,0.542296032052904
0.5,0.5,1,0.99,10,10,168,44,0.542296032052904
0.5,0.5,1,0.99,10,10,168,45,0.542296032052904
0.5,0.5,1,0.99,10,10,168,46,0.542296032052904
0.5,0.5,1,0.99,10,10,168,47,0.542296032052904
0.5,0.5,1,0.99,10,10,168,48,0.542296032052904
0.5,0.5,1,0.99,10,10,168,49,0.542296032052904
0.5,0.5,1,0.99,10,10,168,50,0.542296032052904
0.5,0.5,1,0.99,10,10,168,51,0.542296032052904
0.5,0.5,1,0.99,10,10,168,52,0.542296032052904
0.5,0.5,1,0.99,10,10,168,53,0.542296032052904
0.5,0.5,1,0.99,10,10,168,54,0.542296032052904
0.5,0.5,1,0.99,10,10,168,55,0.542296032052904
