alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,183,1,0.465898552085119
0.5,0.5,1,0.99,10,20,183,2,0.465898552085119
0.5,0.5,1,0.99,10,20,183,3,0.465898552085119
0.5,0.5,1,0.99,10,20,183,4,0.465898552085119
0.5,0.5,1,0.99,10,20,183,5,0.465898552085119
0.5,0.5,1,0.99,10,20,183,6,0.465898552085119
0.5,0.5,1,0.99,10,20,183,7,0.465898552085119
0.5,0.5,1,0.99,10,20,183,8,0.465898552085119
0.5,0.5,1,0.99,10,20,183,9,0.465898552085119
0.5,0.5,1,0.99,10,20,183,10,0.465898552085119
0.5,0.5,1,0.99,10,20,183,11,0.465898552085119
0.5,0.5,1,0.99,10,20,183,12,0.465898552085119
0.5,0.5,1,0.99,10,20,183,13,0.465898552085119
0.5,0.5,1,0.99,10,20,183,14,0.465898552085119
0.5,0.5,1,0.99,10,20,183,15,0.465898552085119
0.5,0.5,1,0.99,10,20,183,16,0.465898552085119
0.5,0.5,1,0.99,10,20,183,17,0.465898552085119
0.5,0.5,1,0.99,10,20,183,18,0.465898552085119
0.5,0.5,1,0.99,10,20,183,19,0.465898552085119
0.5,0.5,1,0.99,10,20,183,20,0.465898552085119
0.5,0.5,1,0.99,10,20,183,21,0.465898552085119
0.5,0.5,1,0.99,10,20,183,22,0.465898552085119
0.5,0.5,1,0.99,10,20,183,23,0.465898552085119
0.5,0.5,1,0.99,10,20,183,24,0.465898552085119
0.5,0.5,1,0.99,10,20,183,25,0.465898552085119
0.5,0.5,1,0.99,10,20,183,26,0.465898552085119
0.5,0.5,1,0.99,10,20,183,27,0.465898552085119
0.5,0.5,1,0.99,10,20,183,28,0.465898552085119
0.5,0.5,1,0.99,10,20,183,29,0.465898552085119
0.5,0.5,1,0.99,10,20,183,30,0.465898552085119
0.5,0.5,1,0.99,10,20,183,31,0.465898552085119
0.5,0.5,1,0.99,10,20,183,32,0.465898552085119
0.5,0.5,1,0.99,10,20,183,33,0.465898552085119
0.5,0.5,1,0.99,10,20,183,34,0.465898552085119
0.5,0.5,1,0.99,10,20,183,35,0.465898552085119
0.5,0.5,1,0.99,10,20,183,36,0.465898552085119
0.5,0.5,1,0.99,10,20,183,37,0.465898552085119
0.5,0.5,1,0.99,10,20,183,38,0.465898552085119
0.5,0.5,1,0.99,10,20,183,39,0.465898552085119
0.5,0.5,1,0.99,10,20,183,40,0.465898552085119
0.5,0.5,1,0.99,10,20,183,41,0.465898552085119
0.5,0.5,1,0.99,10,20,183,42,0.465898552085119
0.5,0.5,1,0.99,10,20,183,43,0.465898552085119
0.5,0.5,1,0.99,10,20,183,44,0.465898552085119
0.5,0.5,1,0.99,10,20,183,45,0.465898552085119
0.5,0.5,1,0.99,10,20,183,46,0.465898552085119
0.5,0.5,1,0.99,10,20,183,47,0.465898552085119
0.5,0.5,1,0.99,10,20,183,48,0.465898552085119
0.5,0.5,1,0.99,10,20,183,49,0.465898552085119
0.5,0.5,1,0.99,10,20,183,50,0.465898552085119
0.5,0.5,1,0.99,10,20,183,51,0.465898552085119
0.5,0.5,1,0.99,10,20,183,52,0.465898552085119
0.5,0.5,1,0.99,10,20,183,53,0.465898552085119
0.5,0.5,1,0.99,10,20,183,54,0.465898552085119
0.5,0.5,1,0.99,10,20,183,55,0.465898552085119
0.5,0.5,1,0.99,10,20,183,56,0.465898552085119
0.5,0.5,1,0.99,10,20,183,57,0.465898552085119
0.5,0.5,1,0.99,10,20,183,58,0.465898552085119
0.5,0.5,1,0.99,10,20,183,59,0.465898552085119
0.5,0.5,1,0.99,10,20,183,60,0.465898552085119
0.5,0.5,1,0.99,10,20,183,61,0.465898552085119
0.5,0.5,1,0.99,10,20,183,62,0.465898552085119
0.5,0.5,1,0.99,10,20,183,63,0.465898552085119
0.5,0.5,1,0.99,10,20,183,64,0.465898552085119
0.5,0.5,1,0.99,10,20,183,65,0.465898552085119
0.5,0.5,1,0.99,10,20,183,66,0.465898552085119
0.5,0.5,1,0.99,10,20,183,67,0.465898552085119
0.5,0.5,1,0.99,10,20,183,68,0.465898552085119
0.5,0.5,1,0.99,10,20,183,69,0.465898552085119
0.5,0.5,1,0.99,10,20,183,70,0.465898552085119
0.5,0.5,1,0.99,10,20,183,71,0.465898552085119
0.5,0.5,1,0.99,10,20,183,72,0.465898552085119
0.5,0.5,1,0.99,10,20,183,73,0.465898552085119
0.5,0.5,1,0.99,10,20,183,74,0.465898552085119
0.5,0.5,1,0.99,10,20,183,75,0.465898552085119
0.5,0.5,1,0.99,10,20,183,76,0.465898552085119
0.5,0.5,1,0.99,10,20,183,77,0.465898552085119
0.5,0.5,1,0.99,10,20,183,78,0.465898552085119
0.5,0.5,1,0.99,10,20,183,79,0.465898552085119
0.5,0.5,1,0.99,10,20,183,80,0.465898552085119
0.5,0.5,1,0.99,10,20,183,81,0.465898552085119
0.5,0.5,1,0.99,10,20,183,82,0.465898552085119
0.5,0.5,1,0.99,10,20,183,83,0.465898552085119
0.5,0.5,1,0.99,10,20,183,84,0.465898552085119
0.5,0.5,1,0.99,10,20,183,85,0.465898552085119
0.5,0.5,1,0.99,10,20,183,86,0.465898552085119
0.5,0.5,1,0.99,10,20,183,87,0.465898552085119
0.5,0.5,1,0.99,10,20,183,88,0.465898552085119
0.5,0.5,1,0.99,10,20,183,89,0.465898552085119
0.5,0.5,1,0.99,10,20,183,90,0.465898552085119
0.5,0.5,1,0.99,10,20,183,91,0.465898552085119
0.5,0.5,1,0.99,10,20,183,92,0.465898552085119
0.5,0.5,1,0.99,10,20,183,93,0.465898552085119
0.5,0.5,1,0.99,10,20,183,94,0.465898552085119
0.5,0.5,1,0.99,10,20,183,95,0.465898552085119
0.5,0.5,1,0.99,10,20,183,96,0.465898552085119
0.5,0.5,1,0.99,10,20,183,97,0.465898552085119
0.5,0.5,1,0.99,10,20,183,98,0.465898552085119
0.5,0.5,1,0.99,10,20,183,99,0.465898552085119
0.5,0.5,1,0.99,10,20,183,100,0.465898552085119
