alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,167,1,0.466852804559863
0.5,0.5,1,0.99,10,20,167,2,0.466852804559863
0.5,0.5,1,0.99,10,20,167,3,0.466852804559863
0.5,0.5,1,0.99,10,20,167,4,0.466852804559863
0.5,0.5,1,0.99,10,20,167,5,0.466852804559863
0.5,0.5,1,0.99,10,20,167,6,0.466852804559863
0.5,0.5,1,0.99,10,20,167,7,0.466852804559863
0.5,0.5,1,0.99,10,20,167,8,0.466852804559863
0.5,0.5,1,0.99,10,20,167,9,0.466852804559863
0.5,0.5,1,0.99,10,20,167,10,0.466852804559863
0.5,0.5,1,0.99,10,20,167,11,0.466852804559863
0.5,0.5,1,0.99,10,20,167,12,0.466852804559863
0.5,0.5,1,0.99,10,20,167,13,0.466852804559863
0.5,0.5,1,0.99,10,20,167,14,0.466852804559863
0.5,0.5,1,0.99,10,20,167,15,0.466852804559863
0.5,0.5,1,0.99,10,20,167,16,0.466852804559863
0.5,0.5,1,0.99,10,20,167,17,0.466852804559863
0.5,0.5,1,0.99,10,20,167,18,0.466852804559863
0.5,0.5,1,0.99,10,20,167,19,0.466852804559863
0.5,0.5,1,0.99,10,20,167,20,0.466852804559863
0.5,0.5,1,0.99,10,20,167,21,0.466852804559863
0.5,0.5,1,0.99,10,20,167,22,0.466852804559863
0.5,0.5,1,0.99,10,20,167,23,0.466852804559863
0.5,0.5,1,0.99,10,20,167,24,0.466852804559863
0.5,0.5,1,0.99,10,20,167,25,0.466852804559863
0.5,0.5,1,0.99,10,20,167,26,0.466852804559863
0.5,0.5,1,0.99,10,20,167,27,0.466852804559863
0.5,0.5,1,0.99,10,20,167,28,0.466852804559863
0.5,0.5,1,0.99,10,20,167,29,0.466852804559863
0.5,0.5,1,0.99,10,20,167,30,0.466852804559863
0.5,0.5,1,0.99,10,20,167,31,0.466852804559863
0.5,0.5,1,0.99,10,20,167,32,0.466852804559863
0.5,0.5,1,0.99,10,20,167,33,0.466852804559863
