alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,10,175,1,0.520590698149007
0.5,0.5,1,0.99,10,10,175,2,0.520590698149007
0.5,0.5,1,0.99,10,10,175,3,0.520590698149007
0.5,0.5,1,0.99,10,10,175,4,0.520590698149007
0.5,0.5,1,0.99,10,10,175,5,0.520590698149007
0.5,0.5,1,0.99,10,10,175,6,0.520590698149007
0.5,0.5,1,0.99,10,10,175,7,0.520590698149007
0.5,0.5,1,0.99,10,10,175,8,0.520590698149007
0.5,0.5,1,0.99,10,10,175,9,0.520590698149007
0.5,0.5,1,0.99,10,10,175,10,0.520590698149007
0.5,0.5,1,0.99,10,10,175,11,0.520590698149007
0.5,0.5,1,0.99,10,10,175,12,0.520590698149007
0.5,0.5,1,0.99,10,10,175,13,0.520590698149007
0.5,0.5,1,0.99,10,10,175,14,0.520590698149007
0.5,0.5,1,0.99,10,10,175,15,0.520590698149007
0.5,0.5,1,0.99,10,10,175,16,0.520590698149007
0.5,0.5,1,0.99,10,10,175,17,0.520590698149007
0.5,0.5,1,0.99,10,10,175,18,0.520590698149007
0.5,0.5,1,0.99,10,10,175,19,0.520590698149007
0.5,0.5,1,0.99,10,10,175,20,0.520590698149007
0.5,0.5,1,0.99,10,10,175,21,0.520590698149007
0.5,0.5,1,0.99,10,10,175,22,0.520590698149007
0.5,0.5,1,0.99,10,10,175,23,0.520590698149007
0.5,0.5,1,0.99,10,10,175,24,0.520590698149007
0.5,0.5,1,0.99,10,10,175,25,0.520590698149007
0.5,0.5,1,0.99,10,10,175,26,0.520590698149007
0.5,0.5,1,0.99,10,10,175,27,0.520590698149007
0.5,0.5,1,0.99,10,10,175,28,0.520590698149007
0.5,0.5,1,0.99,10,10,175,29,0.520590698149007
0.5,0.5,1,0.99,10,10,175,30,0.520590698149007
0.5,0.5,1,0.99,10,10,175,31,0.520590698149007
0.5,0.5,1,0.99,10,10,175,32,0.520590698149007
0.5,0.5,1,0.99,10,10,175,33,0.520590698149007
0.5,0.5,1,0.99,10,10,175,34,0.520590698149007
0.5,0.5,1,0.99,10,10,175,35,0.520590698149007
0.5,0.5,1,0.99,10,10,175,36,0.520590698149007
0.5,0.5,1,0.99,10,10,175,37,0.520590698149007
0.5,0.5,1,0.99,10,10,175,38,0.520590698149007
0.5,0.5,1,0.99,10,10,175,39,0.520590698149007
0.5,0.5,1,0.99,10,10,175,40,0.520590698149007
0.5,0.5,1,0.99,10,10,175,41,0.520590698149007
0.5,0.5,1,0.99,10,10,175,42,0.520590698149007
0.5,0.5,1,0.99,10,10,175,43,0.520590698149007
0.5,0.5,1,0.99,10,10,175,44,0.520590698149007
0.5,0.5,1,0.99,10,10,175,45,0.520590698149007
0.5,0.5,1,0.99,10,10,175,46,0.520590698149007
0.5,0.5,1,0.99,10,10,175,47,0.520590698149007
0.5,0.5,1,0.99,10,10,175,48,0.520590698149007
0.5,0.5,1,0.99,10,10,175,49,0.520590698149007
0.5,0.5,1,0.99,10,10,175,50,0.520590698149007
0.5,0.5,1,0.99,10,10,175,51,0.520590698149007
0.5,0.5,1,0.99,10,10,175,52,0.520590698149007
0.5,0.5,1,0.99,10,10,175,53,0.520590698149007
0.5,0.5,1,0.99,10,10,175,54,0.520590698149007
0.5,0.5,1,0.99,10,10,175,55,0.520590698149007
0.5,0.5,1,0.99,10,10,175,56,0.520590698149007
