alpha,gamma,beta,epsilon_u,block_length,low_avg,iteration,seed,r
0.5,0.5,1,0.99,10,20,165,1,0.529603076561263
0.5,0.5,1,0.99,10,20,165,2,0.529603076561263
0.5,0.5,1,0.99,10,20,165,3,0.529603076561263
0.5,0.5,1,0.99,10,20,165,4,0.529603076561263
0.5,0.5,1,0.99,10,20,165,5,0.529603076561263
0.5,0.5,1,0.99,10,20,165,6,0.529603076561263
0.5,0.5,1,0.99,10,20,165,7,0.529603076561263
0.5,0.5,1,0.99,10,20,165,8,0.529603076561263
0.5,0.5,1,0.99,10,20,165,9,0.529603076561263
0.5,0.5,1,0.99,10,20,165,10,0.529603076561263
0.5,0.5,1,0.99,10,20,165,11,0.529603076561263
0.5,0.5,1,0.99,10,20,165,12,0.529603076561263
0.5,0.5,1,0.99,10,20,165,13,0.529603076561263
0.5,0.5,1,0.99,10,20,165,14,0.529603076561263
0.5,0.5,1,0.99,10,20,165,15,0.529603076561263
0.5,0.5,1,0.99,10,20,165,16,0.529603076561263
0.5,0.5,1,0.99,10,20,165,17,0.529603076561263
0.5,0.5,1,0.99,10,20,165,18,0.529603076561263
0.5,0.5,1,0.99,10,20,165,19,0.529603076561263
0.5,0.5,1,0.99,10,20,165,20,0.529603076561263
0.5,0.5,1,0.99,10,20,165,21,0.529603076561263
0.5,0.5,1,0.99,10,20,165,22,0.529603076561263
0.5,0.5,1,0.99,10,20,165,23,0.529603076561263
0.5,0.5,1,0.99,10,20,165,24,0.529603076561263
0.5,0.5,1,0.99,10,20,165,25,0.529603076561263
0.5,0.5,1,0.99,10,20,165,26,0.529603076561263
0.5,0.5,1,0.99,10,20,165,27,0.529603076561263
0.5,0.5,1,0.99,10,20,165,28,0.529603076561263
0.5,0.5,1,0.99,10,20,165,29,0.529603076561263
0.5,0.5,1,0.99,10,20,165,30,0.529603076561263
0.5,0.5,1,0.99,10,20,165,31,0.529603076561263
0.5,0.5,1,0.99,10,20,165,32,0.529603076561263
0.5,0.5,1,0.99,10,20,165,33,0.529603076561263
0.5,0.5,1,0.99,10,20,165,34,0.529603076561263
0.5,0.5,1,0.99,10,20,165,35,0.529603076561263
0.5,0.5,1,0.99,10,20,165,36,0.529603076561263
0.5,0.5,1,0.99,10,20,165,37,0.529603076561263
0.5,0.5,1,0.99,10,20,165,38,0.529603076561263
0.5,0.5,1,0.99,10,20,165,39,0.529603076561263
0.5,0.5,1,0.99,10,20,165,40,0.529603076561263
0.5,0.5,1,0.99,10,20,165,41,0.529603076561263
0.5,0.5,1,0.99,10,20,165,42,0.529603076561263
0.5,0.5,1,0.99,10,20,165,43,0.529603076561263
0.5,0.5,1,0.99,10,20,165,44,0.529603076561263
0.5,0.5,1,0.99,10,20,165,45,0.529603076561263
0.5,0.5,1,0.99,10,20,165,46,0.529603076561263
0.5,0.5,1,0.99,10,20,165,47,0.529603076561263
